2,5,Zoe HATFIELD,Ottawa,0:48.575,0:02.111
3,2,Honour MCQUAY,Carleton Place,0:48.775,0:02.311
4,3,Hayley BOSOVICH,Wascana,0:49.775,0:03.311
5,7,Elena PELEKH,Burnaby,0:50.570,0:04.106
6,9,Paige JOHNS,False Creek,0:50.770,0:04.306
7,8,Abigail PIPPARD,Calgary,0:51.409,0:04.945
8,1,Kendall SMITH,Mississauga,0:52.536,0:06.072
9,6,Ophelia LIND,Balmy Beach,0:52.920,0:06.456
